true_member,predicted_member,attack_score,true_class
1,1,0.566201,1
1,0,0.291486,1
1,1,0.514166,9
1,0,0.391530,4
1,1,0.588979,7
1,0,0.224592,8
1,0,0.477421,5
1,0,0.062028,5
1,1,0.538260,7
1,1,0.573465,7
1,1,0.547095,9
1,1,0.556617,1
1,1,0.703600,3
1,1,0.534030,0
1,1,0.550002,9
1,1,0.559367,1
1,0,0.355765,8
1,0,0.225989,5
1,1,0.572865,0
1,1,0.648320,3
1,1,0.572484,0
1,1,0.532936,4
1,1,0.558712,9
1,1,0.541736,9
1,1,0.605487,3
1,1,0.515872,9
1,1,0.567744,0
1,1,0.574737,7
1,1,0.556984,9
1,1,0.548064,6
1,1,0.582390,2
1,0,0.447417,1
1,1,0.608566,4
1,1,0.615981,2
1,1,0.564242,1
1,1,0.545685,9
1,1,0.557015,9
1,1,0.565914,8
1,0,0.457117,6
1,1,0.533643,9
1,0,0.216479,5
1,1,0.571656,8
1,0,0.412640,2
1,0,0.397257,4
1,1,0.519115,9
1,0,0.352191,3
1,1,0.524108,7
1,1,0.571788,8
1,1,0.628502,3
1,1,0.546353,6
1,1,0.593083,2
1,1,0.589378,2
1,0,0.410592,2
1,1,0.524099,3
1,1,0.558196,9
1,1,0.558346,6
1,0,0.451661,0
1,1,0.551965,6
1,1,0.527721,1
1,1,0.573451,0
1,1,0.507682,1
1,1,0.572845,0
1,1,0.571471,7
1,1,0.572692,0
1,1,0.594983,2
1,1,0.562195,8
1,1,0.663355,3
1,1,0.572210,0
1,1,0.572997,0
1,1,0.574816,8
1,0,0.103355,3
1,0,0.420922,0
1,1,0.620631,5
1,1,0.557102,3
1,0,0.436921,3
1,1,0.597038,5
1,1,0.572663,7
1,1,0.564805,1
1,1,0.569703,7
1,1,0.559861,6
1,0,0.458645,9
1,1,0.563072,2
1,0,0.437408,1
1,1,0.576904,0
1,1,0.606208,3
1,1,0.568016,8
1,0,0.462955,1
1,1,0.553731,9
1,1,0.525180,4
1,1,0.571879,8
1,1,0.569861,8
1,1,0.612852,5
1,1,0.581870,7
1,0,0.395332,2
1,1,0.626726,5
1,1,0.563321,0
1,0,0.256274,5
1,0,0.469298,5
1,1,0.584682,2
1,1,0.516833,5
1,1,0.611754,5
1,0,0.478919,3
1,1,0.587291,2
1,0,0.274221,5
1,0,0.455000,5
1,1,0.513206,1
1,1,0.596365,0
1,1,0.564695,4
1,1,0.617599,5
1,1,0.632818,5
1,1,0.573340,7
1,0,0.339090,0
1,1,0.594936,3
1,1,0.576422,3
1,1,0.568918,7
1,0,0.484094,5
1,1,0.570166,7
1,1,0.569578,7
1,1,0.571618,8
1,1,0.595427,2
1,1,0.584261,3
1,1,0.553494,8
1,1,0.561194,7
1,0,0.481408,5
1,1,0.576743,9
1,1,0.687129,2
1,1,0.537731,8
1,0,0.422706,4
1,1,0.538664,9
1,1,0.623959,5
1,1,0.607502,4
1,1,0.565672,1
1,0,0.346781,8
1,1,0.549727,6
1,0,0.409023,6
1,1,0.641992,3
1,1,0.543783,2
1,1,0.629048,2
1,1,0.559497,8
1,1,0.590207,7
1,1,0.555190,6
1,1,0.580173,2
1,0,0.188007,4
1,1,0.566738,1
1,0,0.203463,4
1,0,0.225122,4
1,1,0.572290,0
1,1,0.568711,0
1,1,0.539047,1
1,1,0.571863,8
1,0,0.477426,5
1,1,0.598640,4
1,0,0.423442,6
1,1,0.641139,3
1,1,0.590556,7
1,1,0.616212,2
1,1,0.553672,4
1,1,0.556225,1
1,0,0.309162,5
1,1,0.566323,0
1,1,0.569597,2
1,1,0.571741,0
1,1,0.562136,9
1,1,0.574354,7
1,1,0.575966,0
1,1,0.570568,8
1,0,0.312567,2
1,1,0.542715,0
1,0,0.451237,2
1,1,0.544089,9
1,1,0.624915,3
1,1,0.632454,3
1,0,0.349654,4
1,0,0.494122,1
1,1,0.573252,7
1,0,0.402994,4
1,1,0.560774,1
1,1,0.643650,3
1,1,0.553467,0
1,1,0.617182,4
1,1,0.598193,0
1,1,0.561133,9
1,1,0.554682,1
1,0,0.315636,5
1,1,0.534499,8
1,1,0.646869,0
1,1,0.573281,7
1,1,0.568352,0
1,1,0.633786,2
1,1,0.530573,1
1,1,0.503413,1
1,0,0.441300,8
1,0,0.408413,6
1,1,0.557318,1
1,1,0.531913,6
1,1,0.534296,4
1,1,0.582733,7
1,1,0.562092,0
1,0,0.398168,6
1,1,0.635342,5
1,1,0.624808,4
1,1,0.537845,9
1,1,0.581526,2
1,1,0.561819,9
1,0,0.403545,4
1,1,0.573957,7
1,1,0.628768,5
1,1,0.540936,3
1,1,0.549607,6
1,1,0.570821,8
1,1,0.528212,0
1,0,0.484299,0
1,1,0.613710,2
1,0,0.352837,5
1,1,0.602504,5
1,1,0.670050,2
1,0,0.259626,1
1,1,0.530424,4
1,0,0.385408,4
1,1,0.516107,2
1,0,0.118060,2
1,0,0.486945,7
1,1,0.566218,1
1,1,0.578186,7
1,0,0.325911,4
1,1,0.590801,2
1,1,0.502141,7
1,0,0.287471,3
1,1,0.571756,8
1,1,0.550488,6
1,0,0.499335,5
1,1,0.557609,1
1,1,0.563047,0
1,1,0.572412,8
1,0,0.153712,4
1,0,0.086182,9
1,1,0.671899,3
1,0,0.150582,3
1,0,0.221945,4
1,1,0.561200,0
1,1,0.532148,3
1,1,0.560003,9
1,1,0.563240,1
1,0,0.423903,6
1,1,0.559987,6
1,1,0.569982,8
1,1,0.571876,8
1,1,0.548762,6
1,1,0.555571,6
1,0,0.145650,0
1,1,0.571050,8
1,0,0.180269,3
1,0,0.375989,7
1,1,0.571690,8
1,0,0.484566,8
1,1,0.569868,7
1,1,0.541932,3
1,1,0.600647,5
1,1,0.584601,7
1,0,0.261815,7
1,1,0.565383,0
1,0,0.381459,6
1,0,0.195170,4
1,1,0.577741,7
1,0,0.096122,7
1,0,0.414192,4
1,1,0.624617,0
1,1,0.543506,6
1,0,0.488914,4
1,0,0.410984,8
1,0,0.136327,0
1,0,0.106056,5
1,1,0.574325,0
1,1,0.558237,9
1,1,0.541231,2
1,1,0.574401,7
1,0,0.493822,4
1,1,0.554681,1
1,1,0.692189,3
1,1,0.551800,5
1,0,0.425837,3
1,1,0.574187,3
1,0,0.406170,3
1,1,0.574715,7
1,1,0.599623,3
1,0,0.458464,1
1,0,0.320917,2
1,1,0.535395,3
1,1,0.511437,2
1,1,0.558549,9
1,1,0.505861,4
1,1,0.629268,5
1,1,0.571103,7
1,1,0.565651,1
1,1,0.556124,9
1,1,0.548991,6
1,0,0.410330,6
1,1,0.571825,8
1,1,0.571715,0
1,1,0.569502,8
1,1,0.566190,1
1,1,0.560620,9
1,0,0.432928,7
1,0,0.364313,6
1,1,0.609952,4
1,1,0.561290,9
1,1,0.617863,4
1,1,0.576654,5
1,1,0.535853,1
1,0,0.489311,4
1,0,0.405178,9
1,1,0.561651,9
1,1,0.611898,4
1,1,0.558455,9
1,1,0.572794,7
1,1,0.577805,2
1,1,0.501060,8
1,1,0.621856,2
1,1,0.552889,4
1,1,0.547607,6
1,1,0.570619,8
1,0,0.176301,8
1,1,0.627256,4
1,0,0.341575,4
1,0,0.356884,0
1,0,0.133993,5
1,1,0.572896,0
1,1,0.603127,2
1,1,0.593910,2
1,0,0.375108,2
1,1,0.546249,3
1,1,0.519124,2
1,1,0.553758,1
1,0,0.466716,4
1,1,0.605356,4
1,1,0.624382,2
1,1,0.550856,6
1,1,0.528472,9
1,1,0.582743,2
1,0,0.475670,4
1,1,0.556942,9
1,1,0.536591,8
1,1,0.562633,8
1,1,0.624697,5
1,1,0.549886,9
1,1,0.574160,7
1,1,0.622546,4
1,1,0.573992,0
1,1,0.570804,8
1,0,0.380669,6
1,1,0.561681,8
1,0,0.456871,2
1,1,0.571473,8
1,1,0.614813,4
1,1,0.558617,9
1,1,0.622699,4
1,1,0.551931,6
1,1,0.597600,2
1,1,0.502019,9
1,1,0.547472,2
1,1,0.566675,1
1,1,0.553239,1
1,1,0.612600,0
1,0,0.232754,4
1,1,0.573235,7
1,1,0.557362,9
1,0,0.477433,5
1,1,0.578629,4
1,1,0.557994,4
1,0,0.411428,0
1,1,0.572850,7
1,1,0.573526,7
1,1,0.514385,9
1,1,0.562207,2
1,1,0.532332,9
1,0,0.311847,4
1,1,0.548431,6
1,0,0.404969,5
1,1,0.584858,2
1,1,0.555483,1
1,1,0.565446,8
1,0,0.496526,4
1,1,0.560732,1
1,1,0.572600,0
1,1,0.552361,6
1,0,0.450965,8
1,1,0.517837,9
1,0,0.498962,8
1,0,0.242893,4
1,1,0.549452,1
1,1,0.566410,1
1,1,0.524906,5
1,1,0.581107,2
1,1,0.569078,0
1,1,0.596384,7
1,1,0.567190,9
1,1,0.571207,0
1,1,0.579394,7
1,0,0.461210,4
1,1,0.591505,5
1,1,0.551588,3
1,1,0.566317,8
1,1,0.564052,0
1,1,0.575339,8
1,0,0.092580,2
1,1,0.584342,2
1,1,0.561704,9
1,1,0.567855,8
1,1,0.585086,4
1,1,0.555081,4
1,1,0.523533,0
1,1,0.561532,9
1,1,0.565466,1
1,1,0.566185,1
1,1,0.627294,4
1,1,0.571275,8
1,1,0.571629,8
1,1,0.571484,8
1,0,0.466589,1
1,1,0.546472,4
1,1,0.544136,0
1,1,0.624518,5
1,1,0.614095,5
1,1,0.535155,1
1,0,0.319462,3
1,1,0.577516,5
1,1,0.552392,6
1,1,0.634101,3
1,1,0.573464,7
1,1,0.585270,2
1,1,0.607178,5
1,1,0.583354,7
1,1,0.560930,3
1,0,0.371747,6
1,1,0.635974,3
1,0,0.358309,3
1,1,0.556806,1
1,1,0.565978,7
1,1,0.617485,5
1,1,0.567544,4
1,1,0.550238,1
1,1,0.571208,0
1,1,0.529002,3
1,1,0.603024,2
1,1,0.569622,0
1,1,0.502987,9
1,0,0.481963,7
1,1,0.572897,0
1,1,0.574486,8
1,0,0.319549,8
1,1,0.595019,4
1,1,0.541176,4
1,0,0.193404,3
1,1,0.560701,1
1,1,0.542973,9
1,1,0.567177,8
1,1,0.579566,0
1,1,0.563700,8
1,1,0.566860,5
1,1,0.554196,1
1,0,0.268024,8
1,0,0.381574,4
1,1,0.557419,8
1,1,0.562892,9
1,1,0.540128,9
1,1,0.614881,5
1,1,0.570123,8
1,0,0.496261,1
1,0,0.454065,4
1,1,0.570663,8
1,1,0.563383,8
1,1,0.560001,9
1,1,0.546692,6
1,1,0.584563,0
1,0,0.394018,1
1,0,0.440056,3
1,0,0.365124,3
1,0,0.463232,1
1,1,0.555869,6
1,1,0.572096,7
1,1,0.593474,5
1,1,0.555959,6
1,1,0.571813,8
1,1,0.627951,5
1,1,0.571858,8
1,1,0.565965,1
1,1,0.569736,0
1,1,0.552860,1
1,1,0.559075,1
1,1,0.560123,6
1,0,0.311894,2
1,1,0.533145,5
1,1,0.567263,1
1,0,0.441860,5
1,1,0.566474,7
1,0,0.379138,3
1,1,0.561420,9
1,0,0.393461,5
1,1,0.566025,1
1,0,0.271419,2
1,1,0.571701,8
1,1,0.555982,8
1,0,0.115420,9
1,0,0.257999,9
1,0,0.406023,0
1,0,0.351661,4
1,1,0.559131,9
1,1,0.547000,6
1,1,0.552044,6
1,1,0.577302,7
1,1,0.548448,6
1,1,0.561013,7
1,0,0.493573,8
1,1,0.606031,2
1,1,0.514945,8
1,1,0.542732,4
1,0,0.390168,6
1,1,0.557753,9
1,1,0.553735,5
1,1,0.570294,7
1,1,0.551778,8
1,1,0.557696,6
1,0,0.430381,4
1,1,0.627771,0
1,1,0.607589,3
1,1,0.614048,4
1,1,0.552146,9
1,1,0.614411,4
1,1,0.571447,8
1,1,0.561109,6
1,0,0.367485,3
1,1,0.632901,5
1,1,0.550000,8
1,1,0.549033,6
1,1,0.588327,4
1,1,0.576584,2
1,1,0.576225,4
1,1,0.562313,8
1,1,0.625108,0
1,1,0.571875,8
1,1,0.605771,2
1,1,0.632556,5
1,1,0.588759,5
1,1,0.602153,2
1,0,0.360948,9
1,0,0.397185,0
1,1,0.534118,4
1,1,0.547533,6
1,1,0.544029,0
1,1,0.588165,5
1,1,0.631950,5
1,1,0.574062,4
1,0,0.396468,6
1,0,0.195533,4
1,0,0.112869,5
1,0,0.405585,5
1,1,0.551651,6
1,0,0.415950,4
1,0,0.498218,8
1,1,0.531948,4
1,1,0.596027,0
1,1,0.634088,5
1,0,0.438569,3
1,1,0.601832,4
1,1,0.573418,7
1,1,0.560423,0
1,1,0.564396,9
1,0,0.457603,7
1,0,0.446419,6
1,0,0.490194,5
1,1,0.556093,5
1,1,0.557889,6
1,1,0.560497,9
1,1,0.631170,3
1,1,0.547659,6
1,0,0.419105,3
1,1,0.547337,6
1,1,0.574032,7
1,0,0.372412,3
1,1,0.631850,5
1,1,0.577524,7
1,1,0.628569,4
1,1,0.546447,6
1,1,0.545573,6
1,0,0.117302,5
1,1,0.543900,8
1,1,0.575261,3
1,1,0.628821,5
1,1,0.563631,2
1,0,0.191432,3
1,0,0.348206,6
1,1,0.571885,8
1,1,0.565184,1
1,1,0.555347,9
1,0,0.283942,9
1,0,0.222436,4
1,1,0.571185,7
1,1,0.573552,7
1,0,0.456011,2
1,0,0.141951,3
1,0,0.372533,6
1,1,0.533499,2
1,1,0.548853,9
1,1,0.527232,5
1,0,0.240050,9
1,1,0.571864,8
1,1,0.548939,6
1,0,0.332863,3
1,1,0.505252,5
1,1,0.596342,7
1,1,0.558653,6
1,1,0.537488,7
1,0,0.237982,8
1,1,0.519107,1
1,1,0.619221,4
1,1,0.594375,3
1,1,0.566291,1
1,1,0.618076,2
1,0,0.446735,4
1,1,0.525047,3
1,1,0.546386,6
1,1,0.723069,2
1,0,0.382529,3
1,1,0.551301,6
1,1,0.575936,7
1,0,0.269440,4
1,1,0.561840,6
1,1,0.573324,7
1,1,0.505731,7
1,1,0.544875,1
1,0,0.348049,2
1,1,0.547292,6
1,1,0.573186,7
1,1,0.556600,6
1,1,0.571583,8
1,1,0.574010,2
1,0,0.391329,6
1,1,0.553945,9
1,0,0.458642,4
1,1,0.592996,7
1,1,0.540417,8
1,1,0.598836,2
1,1,0.522162,0
1,1,0.566759,8
1,0,0.416024,7
1,1,0.510008,3
1,0,0.152281,2
1,0,0.416400,0
1,1,0.504696,8
1,1,0.549936,6
1,1,0.561087,0
1,1,0.567774,8
1,1,0.583587,3
1,1,0.550871,6
1,1,0.579646,7
1,1,0.534368,1
1,1,0.569769,0
1,1,0.550127,9
1,1,0.556328,3
1,1,0.563198,1
1,0,0.299142,2
1,0,0.247273,6
1,1,0.559589,4
1,0,0.292707,1
1,1,0.548189,6
1,1,0.571718,8
1,1,0.550813,0
1,1,0.609619,2
1,1,0.561836,1
1,1,0.571586,7
1,1,0.502934,3
1,0,0.107592,5
1,1,0.527263,7
1,1,0.549853,2
1,1,0.518088,5
1,1,0.568738,3
1,0,0.449315,5
1,1,0.570133,0
1,1,0.553001,6
1,1,0.563407,1
1,1,0.627586,5
1,1,0.564578,1
1,1,0.555756,9
1,1,0.548184,6
1,1,0.573578,7
1,1,0.612915,0
1,1,0.564380,8
1,1,0.546729,6
1,0,0.084268,0
1,0,0.236622,6
1,1,0.575102,4
1,1,0.561160,8
1,1,0.571432,8
1,1,0.567266,1
1,1,0.584196,2
1,0,0.233851,6
1,1,0.563124,8
1,1,0.587650,2
1,1,0.526320,9
1,1,0.611379,3
1,1,0.546169,8
1,1,0.550002,2
1,0,0.391602,0
1,1,0.511682,8
1,0,0.071277,0
1,1,0.571693,0
1,1,0.573132,7
1,1,0.522329,0
1,1,0.557016,1
1,0,0.426428,5
1,1,0.571695,8
1,0,0.284418,4
1,0,0.478096,3
1,0,0.312990,7
1,1,0.517575,3
1,1,0.520937,4
1,1,0.559749,9
1,1,0.503123,5
1,1,0.568314,9
1,1,0.534681,0
1,1,0.559053,9
1,1,0.592130,0
1,1,0.570080,7
1,1,0.595733,7
1,0,0.157869,4
1,0,0.480119,3
1,1,0.502060,3
1,0,0.446322,4
1,1,0.571760,8
1,1,0.547555,1
1,1,0.569786,0
1,1,0.571490,8
1,1,0.532328,1
1,1,0.620577,4
1,1,0.557143,6
1,0,0.443413,5
1,0,0.257278,2
1,1,0.556568,9
1,1,0.546976,6
1,1,0.630356,0
1,1,0.571479,8
1,0,0.424180,1
1,0,0.145367,4
1,1,0.553075,6
1,0,0.488725,5
1,1,0.590216,7
1,1,0.571721,8
1,1,0.576061,8
1,0,0.364776,1
1,0,0.471527,2
1,0,0.364474,6
1,0,0.393747,4
1,1,0.572177,8
1,1,0.670670,2
1,0,0.494164,5
1,1,0.551534,2
1,0,0.274971,5
1,1,0.563710,3
1,1,0.567912,8
1,1,0.588491,4
1,0,0.204569,6
1,1,0.565326,3
1,0,0.251741,4
1,1,0.571449,8
1,1,0.540258,7
1,1,0.623215,4
1,0,0.407626,2
1,1,0.571883,8
1,0,0.315294,3
1,1,0.562636,7
1,1,0.553119,4
1,0,0.418926,1
1,0,0.409973,4
1,1,0.522256,9
1,1,0.554261,6
1,0,0.443696,4
1,1,0.631282,3
1,0,0.172749,0
1,1,0.620184,2
1,1,0.563225,8
1,1,0.571895,2
1,0,0.307838,8
1,1,0.562021,9
1,1,0.564770,1
1,1,0.634976,5
1,1,0.528930,2
1,0,0.073249,2
1,1,0.540516,2
1,1,0.546436,6
1,1,0.565615,7
1,1,0.573231,7
1,1,0.589716,7
1,1,0.577423,7
1,1,0.556709,3
1,1,0.623442,5
1,1,0.572128,0
1,1,0.546131,9
1,1,0.554419,6
1,1,0.546109,5
1,1,0.568990,7
1,0,0.345383,1
1,0,0.327925,5
1,0,0.386253,4
1,1,0.617091,4
1,1,0.527862,4
1,1,0.571715,8
1,0,0.479060,4
1,1,0.573381,7
1,1,0.565309,1
1,1,0.564188,1
1,0,0.410828,1
1,1,0.512213,5
1,0,0.418477,3
1,1,0.571852,8
1,1,0.632111,5
1,1,0.521460,3
1,0,0.499892,5
1,1,0.514104,2
1,1,0.555182,1
1,1,0.559610,9
1,1,0.573212,7
1,1,0.594561,2
1,1,0.627118,3
1,0,0.442194,3
1,0,0.488483,6
1,1,0.555405,9
1,1,0.560202,1
1,1,0.608753,2
1,1,0.548368,6
1,1,0.571565,0
1,1,0.553411,6
1,1,0.517681,3
1,1,0.591767,2
1,1,0.706278,3
1,1,0.573881,7
1,1,0.657521,2
1,1,0.616242,2
1,1,0.567309,2
1,0,0.212876,1
1,1,0.563345,1
1,1,0.571516,8
1,1,0.533816,0
1,1,0.570309,8
1,1,0.534626,9
1,1,0.589104,5
1,0,0.297674,0
1,1,0.570133,0
1,1,0.569287,0
1,1,0.535371,9
1,0,0.387774,8
1,1,0.561651,9
1,1,0.578102,0
1,1,0.558014,2
1,0,0.104452,5
1,1,0.547774,6
1,1,0.548523,1
1,1,0.611774,4
1,0,0.273046,2
1,0,0.403185,7
1,1,0.608304,7
1,1,0.612267,5
1,1,0.652949,2
1,0,0.224420,2
1,1,0.578942,3
1,1,0.559507,1
1,1,0.569644,7
1,1,0.547575,9
1,0,0.484904,4
1,1,0.547765,6
1,1,0.579445,7
1,1,0.570373,8
1,1,0.568812,3
1,0,0.479017,3
1,0,0.413360,3
1,0,0.405597,6
1,1,0.560564,9
1,1,0.655307,3
1,1,0.637385,5
1,1,0.517132,5
1,0,0.479721,3
1,0,0.328103,2
1,1,0.573879,7
1,1,0.558123,7
1,1,0.593032,0
1,1,0.574996,2
1,1,0.558083,0
1,1,0.563129,8
1,1,0.570718,8
1,1,0.527512,4
1,0,0.411093,3
1,1,0.569979,7
1,1,0.513630,0
1,1,0.530364,5
1,1,0.564751,1
1,1,0.516103,1
1,1,0.530250,8
1,1,0.571800,8
1,1,0.546600,2
1,1,0.571138,8
1,0,0.170884,0
1,1,0.633625,5
1,1,0.561026,2
1,1,0.591282,2
1,0,0.280446,9
1,1,0.553062,1
1,1,0.544095,3
1,1,0.565963,0
1,1,0.582164,3
1,1,0.603469,2
1,1,0.549828,6
1,0,0.491915,3
1,0,0.265967,3
1,0,0.461077,0
1,0,0.040173,0
1,1,0.565655,1
1,1,0.570810,7
1,1,0.571856,8
1,0,0.113338,2
1,1,0.640690,3
1,1,0.546502,6
1,1,0.579320,5
1,1,0.548038,6
1,1,0.563068,4
1,1,0.530417,9
1,1,0.571500,8
1,1,0.555783,1
1,1,0.550764,2
1,1,0.606357,2
1,1,0.573377,7
1,1,0.511094,3
1,1,0.518585,0
1,1,0.558364,9
1,1,0.541340,7
1,1,0.569204,0
1,0,0.471723,5
1,1,0.555791,6
1,0,0.175241,9
1,1,0.555837,6
1,1,0.549261,6
1,1,0.584944,2
1,1,0.532666,8
1,0,0.359176,8
1,1,0.570019,8
1,1,0.538372,2
1,1,0.626986,4
1,0,0.185352,0
1,1,0.546355,4
1,1,0.584617,4
1,1,0.526019,0
1,1,0.588353,4
1,1,0.571256,8
1,1,0.561475,9
1,0,0.429904,8
1,1,0.625679,2
1,0,0.455313,5
1,0,0.380459,2
1,1,0.608079,4
1,0,0.239006,1
1,1,0.559897,0
1,1,0.550719,3
1,0,0.413790,5
1,1,0.528280,9
1,0,0.259696,5
1,1,0.601108,2
1,0,0.348299,1
1,1,0.594327,7
1,1,0.503941,2
1,0,0.379673,3
1,1,0.500102,9
1,0,0.474512,4
1,1,0.568111,0
1,1,0.506792,1
1,1,0.628269,5
1,1,0.542557,5
1,1,0.546513,6
1,1,0.619619,5
1,1,0.576978,0
1,1,0.644872,3
1,0,0.485075,7
1,0,0.426058,2
1,0,0.263893,2
1,1,0.588563,9
1,1,0.561670,9
1,0,0.421760,3
1,1,0.596768,4
1,1,0.565780,1
1,1,0.571682,8
1,1,0.589702,0
1,0,0.344229,6
1,1,0.629188,0
1,0,0.416614,5
1,1,0.583175,0
1,1,0.648672,3
1,1,0.561574,9
1,0,0.379332,5
1,1,0.551910,1
1,1,0.519356,5
1,0,0.207765,0
1,1,0.534700,9
1,1,0.556535,0
1,1,0.625792,5
1,1,0.567602,2
1,1,0.554306,6
1,0,0.451542,8
1,1,0.569656,0
1,0,0.127907,3
1,1,0.547807,6
1,1,0.567761,8
1,1,0.570328,8
1,0,0.436464,3
1,0,0.490823,3
1,1,0.558340,4
1,1,0.534813,0
1,1,0.564459,1
1,1,0.574540,7
1,0,0.467648,3
1,1,0.566743,1
1,0,0.244312,6
1,1,0.516698,9
1,1,0.612418,2
1,0,0.499345,9
1,1,0.504135,3
1,0,0.334685,0
1,1,0.551511,6
1,1,0.565926,7
1,1,0.558975,0
1,1,0.547443,6
1,1,0.556794,6
1,0,0.410388,5
1,1,0.558436,6
1,1,0.544242,4
1,1,0.563928,2
1,0,0.292195,6
1,1,0.536078,8
1,1,0.648328,2
1,1,0.535234,1
1,0,0.369393,8
1,1,0.566637,1
1,1,0.559195,9
1,1,0.571761,8
1,1,0.556141,3
1,1,0.589522,4
1,1,0.542436,1
1,0,0.268658,3
1,1,0.564716,8
1,1,0.661461,3
1,1,0.535586,4
1,1,0.556937,1
1,1,0.552846,4
1,1,0.566707,9
1,1,0.639752,0
1,0,0.380491,9
1,1,0.550026,2
1,1,0.553607,9
1,1,0.560757,9
1,1,0.578383,4
1,1,0.612874,4
1,1,0.570443,3
1,1,0.557940,6
1,1,0.601555,4
1,0,0.470478,9
1,1,0.561147,3
1,1,0.565539,0
1,1,0.514713,9
1,1,0.558408,9
1,1,0.567803,4
1,1,0.624937,4
1,1,0.567142,1
1,1,0.571554,8
1,0,0.489598,6
1,1,0.555897,1
1,1,0.570329,0
1,1,0.686149,3
1,1,0.516175,7
1,0,0.410674,5
1,1,0.562316,1
1,1,0.500535,4
1,1,0.615209,2
1,1,0.569563,4
1,1,0.626131,2
1,0,0.404807,4
1,0,0.210567,9
1,1,0.565150,1
1,1,0.555335,1
1,1,0.598565,0
1,0,0.256175,6
1,1,0.562112,2
1,1,0.628676,5
1,1,0.574619,7
1,0,0.152089,4
1,1,0.617792,5
1,0,0.424944,6
1,1,0.561133,9
1,1,0.556886,9
1,1,0.622619,3
1,1,0.594522,2
1,0,0.483817,9
1,1,0.560401,9
1,0,0.385709,5
1,0,0.484589,4
1,1,0.571717,7
1,1,0.586977,3
1,0,0.269881,9
1,0,0.497225,3
1,1,0.584356,5
1,1,0.527508,3
1,1,0.545857,3
1,1,0.601747,2
1,1,0.584334,2
1,1,0.552535,6
1,1,0.567672,7
1,0,0.243362,6
1,0,0.436521,7
1,1,0.527091,6
1,1,0.668668,3
1,1,0.565960,9
1,1,0.571768,8
1,1,0.549167,9
1,0,0.334326,2
1,1,0.573316,7
1,1,0.558023,6
1,1,0.560194,0
1,0,0.398378,2
1,1,0.570476,8
1,1,0.536555,9
1,1,0.600311,2
1,1,0.557838,1
1,0,0.424172,7
1,1,0.547733,5
1,1,0.563756,1
1,0,0.450811,4
1,1,0.563038,1
1,0,0.467058,9
1,0,0.421557,4
1,1,0.555572,9
1,1,0.610576,2
1,1,0.583412,0
1,1,0.559544,9
1,0,0.420160,2
1,0,0.463532,8
1,1,0.555253,6
1,0,0.303522,5
1,0,0.453541,7
1,0,0.443300,4
1,1,0.565957,1
1,1,0.609317,0
1,1,0.572571,8
1,1,0.529964,3
1,0,0.301046,3
1,1,0.745293,2
1,0,0.454432,5
1,1,0.607409,4
1,1,0.577828,3
1,1,0.573405,3
1,1,0.613038,2
1,1,0.550246,6
1,1,0.553452,9
1,1,0.559474,6
1,0,0.287705,8
1,1,0.609718,2
1,0,0.412844,4
1,1,0.577954,2
1,0,0.253532,8
1,1,0.516820,9
1,0,0.490231,2
1,1,0.577784,2
1,1,0.550990,9
1,0,0.437545,4
1,1,0.613199,2
1,0,0.379420,3
1,1,0.547358,6
1,1,0.521642,4
1,1,0.505673,6
1,1,0.537491,0
1,0,0.146982,1
1,1,0.560528,1
1,1,0.573771,2
1,0,0.410959,5
1,1,0.612536,2
1,0,0.051424,2
1,1,0.560384,7
1,1,0.572670,7
1,1,0.629976,5
1,1,0.556596,6
1,1,0.610713,2
1,1,0.626624,5
1,1,0.623756,5
1,1,0.564401,4
1,1,0.622591,4
1,0,0.342478,7
1,1,0.536094,7
1,1,0.509872,9
1,0,0.398582,4
1,1,0.648126,3
1,0,0.035232,0
1,1,0.596539,7
1,1,0.564571,1
1,1,0.581323,2
1,1,0.550711,6
1,1,0.568487,2
1,1,0.573003,7
1,1,0.586285,7
1,1,0.550212,6
1,1,0.673206,0
1,1,0.556218,9
1,0,0.491211,5
1,1,0.564227,0
1,1,0.551681,6
1,1,0.531122,3
1,1,0.559433,6
1,1,0.584202,0
1,1,0.550734,8
1,1,0.551399,9
1,0,0.397589,4
1,1,0.562894,8
1,1,0.576275,7
1,1,0.601623,0
1,1,0.560797,9
1,1,0.568365,0
1,1,0.564062,1
1,1,0.569978,0
1,1,0.565674,8
1,1,0.551566,2
1,1,0.500449,5
1,1,0.565557,0
1,0,0.418910,8
1,1,0.615874,4
1,1,0.578402,0
1,1,0.520447,0
1,1,0.562398,1
1,0,0.394572,4
1,1,0.561128,1
1,1,0.559272,1
1,1,0.570404,2
1,1,0.501510,4
1,1,0.549516,6
1,1,0.528033,2
1,1,0.564157,8
1,1,0.530347,9
1,0,0.170293,2
1,1,0.530804,4
1,0,0.448750,9
1,0,0.489242,0
1,0,0.416529,1
1,0,0.379987,4
1,1,0.573377,7
1,0,0.128837,5
1,1,0.558122,9
1,1,0.576661,0
1,0,0.494077,2
1,1,0.601093,5
1,1,0.561515,9
1,0,0.485052,5
1,1,0.586039,0
1,1,0.576920,7
1,0,0.440070,6
1,1,0.541829,1
1,1,0.529255,2
1,0,0.117637,5
1,0,0.494914,1
1,1,0.591217,7
1,1,0.563042,1
1,0,0.201767,1
1,1,0.650401,3
1,0,0.239382,4
1,1,0.541275,9
1,1,0.538083,9
1,0,0.360668,0
1,1,0.584121,2
1,1,0.565712,8
1,1,0.556258,6
